id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,sum
9640,0,0,8,6,0,14.0,6,0,9674
9641,3,0,8,3,0,11.0,8,0,9674
9642,9,0,3,3,0,4.0,2,1,9665
9643,2,0,7,3,0,13.0,4,0,9672
9644,5,0,3,0,0,0.0,2,1,9656
9645,1,0,4,3,0,6.0,9,0,9668
9646,3,0,9,6,0,7.996737263880939,9,0,9673
9647,1,0,4,3,0,14.0,8,0,9677
9648,6,0,2,2,0,4.0,1,1,9665
9649,3,0,6,3,0,10.0,6,0,9677
9650,6,0,2,0,0,4.0,2,1,9665
9651,0,0,4,6,0,7.0,7,0,9675
9652,0,0,4,4,0,9.0,3,0,9672
9653,0,0,4,3,0,13.0,9,0,9682
9654,1,0,9,3,0,8.0,4,0,9679
9655,9,0,2,0,0,4.0,2,1,9674
9656,2,0,8,6,0,12.0,8,0,9692
9657,2,0,5,5,0,8.0,3,0,9680
9658,1,0,4,5,0,7.996737263880939,4,0,9672
9659,10,0,3,0,0,1.0,0,1,9665
9660,2,0,9,4,0,10.0,10,0,9695
9661,2,0,8,5,0,14.0,0,0,9690
9662,7,0,3,2,0,4.0,0,1,9680
9663,0,0,4,6,0,8.0,6,0,9687
9664,10,0,7,5,0,6.0,9,0,9691
9665,1,0,8,5,0,15.0,0,0,9694
9666,2,0,5,3,0,7.0,6,0,9689
9667,0,0,7,4,0,8.0,10,0,9696
9668,11,0,2,2,0,1.0,1,1,9686
9669,0,0,4,7,0,13.0,8,0,9701
9670,0,0,0,5,0,8.0,5,0,9688
9671,3,0,0,5,0,10.0,4,0,9693
9672,3,0,8,6,0,8.0,0,0,9697
9673,2,0,6,5,0,8.0,3,0,9697
9674,4,0,10,5,0,11.0,10,0,9714
9675,1,0,3,5,0,7.0,6,0,9697
9676,2,0,3,6,0,8.0,8,0,9703
9677,3,0,9,3,0,15.0,5,0,9712
9678,10,0,0,1,0,1.0,2,1,9684
9679,2,0,7,3,0,4.0,5,0,9700
9680,9,0,0,0,0,3.0,2,1,9696
9681,3,0,7,6,0,10.0,7,0,9714
9682,2,0,10,4,0,11.0,7,0,9716
9683,4,0,7,6,0,6.0,10,0,9716
9684,1,0,8,6,0,9.0,4,0,9712
9685,3,0,7,3,0,7.0,5,0,9710
9686,3,0,4,7,0,6.0,7,0,9713
9687,0,0,7,5,0,4.0,8,0,9711
9688,4,0,1,1,0,5.0,0,1,9701
9689,10,0,6,6,0,9.0,3,0,9713
9690,5,0,0,2,0,5.0,0,1,9704
9691,1,0,8,7,0,14.0,10,0,9731
9692,9,0,8,4,0,13.0,6,0,9732
9693,4,0,7,6,0,7.0,3,0,9720
9694,5,0,0,0,0,5.0,2,1,9708
9695,6,0,0,0,0,5.0,0,1,9708
9696,9,0,1,0,0,4.0,2,1,9714
9697,5,0,0,3,0,4.0,1,1,9712
9698,1,0,6,6,0,7.0,6,0,9724
9699,10,0,0,0,0,4.0,1,1,9706
9700,10,0,4,3,0,12.0,4,0,9723
9701,7,0,2,0,0,3.0,2,1,9717
9702,1,0,7,7,0,5.0,9,0,9731
9703,3,0,9,6,0,10.0,10,0,9741
9704,7,0,2,2,0,1.0,0,1,9717
9705,3,0,0,0,0,1.0,0,1,9711
9706,3,0,9,5,0,9.0,9,0,9741
9707,6,0,1,2,0,4.0,3,1,9725
9708,7,0,2,0,0,5.0,2,1,9725
9709,0,0,5,3,0,10.0,3,0,9730
9710,2,0,5,4,0,15.0,6,0,9742
9711,6,0,1,0,0,4.0,3,1,9727
9712,10,0,8,5,0,13.0,9,0,9747
9713,3,0,4,5,0,4.0,5,0,9734
9714,1,0,7,6,0,12.0,7,0,9747
9715,0,0,5,4,0,11.0,5,0,9740
9716,1,0,3,7,0,11.0,7,1,9745
9717,1,0,7,3,0,15.0,3,0,9746
9718,0,0,4,0,0,9.0,5,0,9736
9719,0,0,9,5,0,7.996737263880939,6,0,9739
9720,3,0,7,5,0,8.0,9,0,9752
9721,0,0,7,5,0,8.0,5,0,9746
9722,0,0,6,5,0,14.0,7,0,9754
9723,2,0,0,6,0,5.0,6,0,9742
9724,3,0,8,7,0,9.0,4,0,9755
9725,3,0,8,3,0,6.0,9,0,9754
9726,1,0,7,6,0,10.0,4,0,9754
9727,6,0,1,3,0,5.0,0,1,9744
9728,2,0,10,4,0,9.0,7,0,9760
9729,0,0,6,3,0,5.0,0,0,9743
9730,3,0,8,7,0,7.996737263880939,7,0,9755
9731,3,0,9,5,0,12.0,0,0,9760
9732,2,0,9,0,0,6.0,3,0,9752
9733,5,0,3,1,0,5.0,4,1,9752
9734,4,0,7,7,0,11.0,4,0,9767
9735,1,0,5,6,0,6.0,6,0,9759
9736,1,0,0,4,0,11.0,5,0,9757
9737,1,0,6,3,0,10.0,9,0,9766
9738,1,0,6,5,0,11.0,0,1,9761
9739,0,0,5,5,0,11.0,8,0,9768
9740,6,0,3,3,0,4.0,0,1,9758
9741,7,0,5,1,0,1.0,0,1,9757
9742,3,0,6,0,0,11.0,3,0,9765
9743,7,0,0,2,0,1.0,1,1,9755
9744,1,0,9,6,0,4.0,5,0,9769
9745,0,0,7,7,0,15.0,6,0,9780
9746,7,0,2,2,0,4.0,0,1,9762
9747,0,0,0,6,0,9.0,5,0,9767
9748,0,0,5,6,0,13.0,10,0,9782
9749,1,0,0,4,0,15.0,9,0,9778
9750,6,0,0,3,0,3.0,0,0,9764
9751,2,0,6,7,0,10.0,5,0,9781
9752,0,0,9,6,0,9.0,4,0,9780
9753,1,0,4,3,0,10.0,9,0,9780
9754,5,0,0,1,0,3.0,0,1,9765
9755,3,0,4,6,0,7.996737263880939,3,0,9771
9756,3,0,5,6,0,4.0,6,0,9780
9757,10,0,0,0,0,2.0,0,1,9771
9758,0,0,3,7,0,14.0,8,0,9790
9759,10,0,5,7,0,6.0,6,0,9783
9760,1,0,7,7,0,13.0,4,0,9792
9761,6,0,0,1,0,0.0,0,1,9770
9762,0,0,6,6,0,11.0,5,0,9790
9763,0,0,6,4,0,7.0,7,0,9787
9764,1,0,8,3,0,14.0,5,0,9795
9765,1,0,4,4,0,7.0,0,0,9781
9766,6,0,1,1,0,3.0,1,1,9779
9767,11,0,0,0,0,2.0,0,1,9782
9768,0,0,9,5,0,6.0,10,0,9798
9769,6,0,0,1,0,5.0,2,1,9785
9770,7,0,3,2,0,2.0,3,1,9789
9771,3,0,5,3,0,7.996737263880939,8,0,9790
9772,10,0,8,6,0,8.0,6,0,9800
9773,1,0,8,5,0,10.0,9,0,9806
9774,10,0,0,1,0,3.0,1,1,9791
9775,8,0,1,1,0,4.0,0,1,9790
9776,7,0,1,0,0,5.0,1,1,9792
9777,1,0,8,4,0,14.0,9,0,9813
9778,10,0,3,0,0,2.0,1,1,9796
9779,10,0,8,4,0,13.0,3,0,9807
9780,0,0,9,6,0,13.0,6,0,9814
9781,3,0,3,4,0,4.0,9,0,9804
9782,10,0,8,5,0,10.0,9,0,9814
9783,2,0,7,3,0,5.0,6,0,9806
9784,9,0,0,1,0,5.0,2,1,9803
9785,0,0,7,7,0,6.0,5,0,9810
9786,10,0,2,1,0,0.0,2,1,9803
9787,9,0,1,2,0,3.0,2,1,9806
9788,8,0,0,1,0,3.0,0,1,9802
9789,0,0,8,3,0,14.0,5,0,9819
9790,1,0,8,0,0,14.0,6,0,9819
9791,3,0,4,5,0,7.0,9,0,9819
9792,5,0,2,0,0,3.0,0,1,9803
9793,10,0,0,3,0,2.0,1,1,9811
9794,3,0,9,7,0,6.0,8,0,9827
9795,1,0,5,7,0,15.0,9,0,9832
9796,2,0,7,7,0,13.0,5,0,9830
9797,4,0,8,7,0,10.0,5,0,9831
9798,4,0,5,6,0,5.0,9,0,9827
9799,0,0,0,7,0,13.0,8,0,9827
9800,11,0,3,3,0,3.0,3,1,9825
9801,1,0,9,6,0,11.0,8,0,9836
9802,9,0,9,5,0,11.0,6,1,9842
9803,0,0,5,0,0,14.0,9,0,9831
9804,0,0,4,5,0,12.0,7,0,9832
9805,9,0,2,0,0,1.0,0,1,9819
9806,5,0,3,1,0,0.0,1,1,9818
9807,10,0,3,0,0,3.0,1,1,9825
9808,0,0,7,4,0,11.0,0,0,9830
9809,1,0,4,6,0,14.0,8,0,9842
9810,8,0,2,2,0,1.0,0,1,9824
9811,11,0,2,0,0,4.0,2,1,9831
9812,3,0,6,6,0,8.0,0,0,9835
9813,0,0,6,0,0,10.0,5,0,9834
9814,1,0,4,3,0,5.0,0,0,9827
9815,8,0,0,1,0,4.0,1,1,9831
9816,2,0,5,3,0,10.0,8,0,9844
9817,3,0,4,3,0,8.0,3,0,9838
9818,3,0,4,4,0,15.0,7,1,9851
9819,0,0,4,4,0,7.0,0,0,9834
9820,2,0,7,7,0,8.0,8,0,9852
9821,8,0,3,0,0,1.0,2,1,9836
9822,6,0,0,2,0,5.0,0,1,9837
9823,5,0,2,1,0,3.0,0,1,9835
9824,0,0,0,4,0,15.0,7,0,9850
9825,2,0,8,7,0,13.0,8,0,9863
9826,2,0,4,7,0,13.0,8,0,9860
9827,0,0,8,4,0,5.0,9,0,9853
9828,3,0,5,6,0,4.0,9,0,9855
9829,7,0,2,0,0,4.0,3,1,9847
9830,11,0,3,5,0,4.0,1,0,9856
9831,10,0,1,0,0,1.0,1,1,9845
9832,0,0,7,3,0,14.0,4,0,9860
9833,4,0,4,4,0,14.0,7,0,9866
9834,10,0,6,7,0,12.0,3,0,9862
9835,1,0,9,6,0,10.0,0,0,9861
9836,0,0,0,3,0,12.0,3,0,9854
9837,5,0,0,2,0,4.0,0,1,9850
9838,2,0,7,4,0,7.0,9,0,9867
9839,0,0,0,6,0,7.0,3,0,9855
9840,0,0,4,3,0,5.0,9,0,9861
9841,1,0,6,4,0,10.0,5,0,9867
9842,4,0,0,0,0,3.0,0,1,9850
9843,1,0,5,3,0,7.0,0,0,9859
9844,0,0,7,4,0,10.0,0,0,9865
9845,2,0,7,6,0,15.0,5,0,9880
9846,3,0,7,7,0,7.996737263880939,4,0,9867
9847,11,0,3,0,0,3.0,2,1,9867
9848,8,0,1,1,0,7.996737263880939,1,1,9861
9849,3,0,7,4,0,10.0,9,0,9882
9850,2,0,5,0,0,14.0,3,0,9874
9851,4,0,1,0,0,2.0,2,1,9862
9852,3,0,7,6,0,6.0,8,0,9882
9853,6,0,1,4,0,5.0,2,1,9873
9854,5,0,3,2,0,1.0,3,1,9870
9855,11,0,0,0,0,7.996737263880939,0,1,9868
9856,0,0,5,6,0,7.0,8,0,9882
9857,1,0,4,5,0,7.0,0,0,9874
9858,0,0,5,6,0,9.0,7,0,9885
9859,1,0,4,7,0,12.0,5,0,9888
9860,1,0,4,3,0,14.0,7,0,9889
9861,7,0,3,2,0,1.0,2,1,9877
9862,3,0,4,5,0,11.0,9,0,9894
9863,1,0,7,4,0,9.0,3,0,9887
9864,5,0,3,4,0,2.0,0,1,9880
9865,0,0,4,5,0,9.0,9,0,9892
9866,0,0,6,7,0,9.0,9,0,9897
9867,3,0,4,6,0,6.0,9,0,9895
9868,3,0,4,3,0,8.0,8,0,9894
9869,1,0,7,4,0,8.0,6,0,9895
9870,1,0,4,6,0,7.0,0,0,9888
9871,0,0,7,4,0,9.0,6,0,9897
9872,2,0,4,6,0,5.0,0,0,9889
9873,9,0,3,2,0,5.0,0,1,9893
9874,0,0,4,4,0,4.0,8,0,9894
9875,3,0,8,4,0,12.0,4,0,9906
9876,0,0,6,5,0,6.0,3,0,9896
9877,3,0,9,5,0,12.0,3,0,9909
9878,10,0,5,4,0,7.0,4,0,9898
9879,8,0,0,2,0,7.996737263880939,1,1,9892
9880,3,0,7,3,0,6.0,6,0,9905
9881,3,0,5,4,0,15.0,5,0,9913
9882,3,0,8,4,0,11.0,5,0,9913
9883,1,0,4,7,0,7.0,4,0,9906
9884,2,0,7,5,0,15.0,6,0,9919
9885,0,0,9,4,0,6.0,5,0,9909
9886,3,0,8,7,0,14.0,6,0,9924
9887,2,0,8,3,0,11.0,9,0,9920
9888,5,0,3,0,0,1.0,0,1,9898
9889,1,0,7,3,0,9.0,7,0,9916
9890,1,0,0,3,0,11.0,6,0,9911
9891,2,0,4,6,0,12.0,7,0,9922
9892,1,0,10,5,0,10.0,4,0,9922
9893,2,0,4,4,0,12.0,6,0,9921
9894,0,0,3,6,0,10.0,7,1,9920
9895,0,0,8,7,0,14.0,8,0,9932
9896,1,0,0,3,0,8.0,6,0,9914
9897,1,0,3,4,0,7.996737263880939,8,0,9913
9898,1,0,3,7,0,4.0,4,0,9917
9899,2,0,4,4,0,14.0,9,0,9932
9900,5,0,5,4,0,14.0,9,0,9937
9901,1,0,4,6,0,11.0,9,0,9932
9902,8,0,2,0,0,0.0,0,1,9913
9903,0,0,6,5,0,7.996737263880939,8,0,9922
9904,3,0,2,2,0,2.0,1,1,9916
9905,2,0,6,7,0,5.0,8,0,9933
9906,2,0,6,3,0,14.0,6,0,9937
9907,3,0,9,5,0,13.0,9,0,9946
9908,7,0,0,0,0,0.0,0,1,9917
9909,0,0,9,3,0,10.0,0,0,9931
9910,3,0,7,4,0,10.0,8,0,9942
9911,0,0,4,6,0,4.0,5,0,9930
9912,3,0,0,4,0,8.0,8,0,9935
9913,10,0,1,2,0,2.0,0,1,9920
9914,4,0,1,1,0,5.0,0,1,9927
9915,2,0,9,6,0,10.0,5,0,9947
9916,10,0,0,2,0,4.0,1,1,9925
9917,10,0,2,3,0,1.0,0,1,9935
9918,0,0,8,4,0,4.0,8,0,9942
9919,0,0,9,3,0,4.0,3,0,9938
9920,4,0,4,1,0,2.0,0,1,9933
9921,0,0,5,6,0,12.0,6,0,9950
9922,5,0,0,3,0,13.0,2,1,9947
9923,2,0,4,6,0,14.0,8,0,9957
9924,0,0,4,5,0,11.0,9,0,9953
9925,0,0,5,7,0,10.0,7,0,9954
9926,3,0,0,5,0,11.0,5,0,9950
9927,1,0,6,4,0,9.0,4,0,9951
9928,3,0,7,3,0,7.996737263880939,4,0,9945
9929,9,0,0,0,0,5.0,1,1,9945
9930,2,0,7,6,0,5.0,6,0,9956
9931,10,0,3,1,0,4.0,0,1,9950
9932,0,0,9,6,0,14.0,0,0,9961
9933,10,0,9,4,0,12.0,8,0,9966
9934,2,0,9,0,0,8.0,0,0,9953
9935,5,0,1,1,0,2.0,0,1,9945
9936,0,0,7,6,0,12.0,7,0,9968
9937,4,0,6,5,0,15.0,7,0,9974
9938,3,0,8,0,0,15.0,9,0,9973
9939,3,0,7,6,0,6.0,0,0,9961
9940,1,0,7,3,0,11.0,9,0,9971
9941,2,0,6,4,0,10.0,4,0,9967
9942,7,0,1,0,0,4.0,0,1,9956
9943,4,0,4,3,0,6.0,6,0,9966
9944,2,0,6,0,0,9.0,10,0,9971
9945,1,0,10,5,0,8.0,4,0,9973
9946,10,0,6,6,0,12.0,4,0,9974
9947,6,0,2,0,0,1.0,0,1,9958
9948,3,0,9,7,0,7.996737263880939,4,0,9971
9949,2,0,9,4,0,5.0,8,0,9977
9950,3,0,8,3,0,7.996737263880939,8,0,9972
9951,3,0,4,0,0,8.0,7,0,9973
9952,10,0,9,6,0,12.0,9,0,9988
9953,5,0,0,1,0,1.0,1,1,9962
9954,4,0,9,3,0,9.0,7,0,9986
9955,4,0,0,0,0,2.0,1,1,9964
9956,4,0,5,4,0,11.0,7,0,9987
9957,2,0,8,6,0,9.0,10,0,9992
9958,1,0,6,3,0,15.0,4,0,9987
9959,3,0,0,5,0,7.0,9,0,9983
9960,2,0,7,4,0,12.0,3,0,9988
9961,7,0,3,0,0,4.0,1,1,9977
9962,7,0,0,2,0,3.0,0,1,9975
9963,7,0,1,2,0,2.0,1,1,9977
9964,10,0,2,1,0,1.0,2,1,9981
9965,0,0,9,5,0,4.0,9,0,9992
9966,2,0,8,6,0,5.0,8,0,9995
9967,0,0,0,5,0,5.0,9,0,9986
9968,5,0,0,2,0,5.0,0,1,9981
9969,3,0,3,5,0,3.0,6,0,9989
9970,10,0,4,4,0,8.0,3,0,9989
9971,5,0,0,0,0,7.996737263880939,1,1,9978
9972,3,0,7,5,0,12.0,8,0,10007
9973,10,0,0,7,0,4.0,6,0,9990
9974,0,0,4,6,0,5.0,9,0,9998
9975,0,0,10,6,0,12.0,8,0,10011
9976,8,0,2,1,0,0.0,0,1,9988
9977,10,0,2,1,0,0.0,3,1,9985
9978,11,0,3,2,0,4.0,0,1,9999
9979,0,0,6,5,0,6.0,7,0,10003
9980,8,0,0,2,0,4.0,2,1,9998
9981,0,0,6,7,0,7.996737263880939,5,0,9999
9982,0,0,8,0,0,9.0,8,0,10007
9983,1,0,6,5,0,13.0,6,0,10014
9984,1,0,7,6,0,9.0,8,0,10015
9985,1,0,4,5,0,15.0,5,0,10015
9986,3,0,6,0,0,9.0,3,0,10007
9987,3,0,5,5,0,15.0,10,0,10025
9988,1,0,6,4,0,6.0,4,0,10009
9989,7,0,0,1,0,2.0,0,1,10000
9990,0,0,4,7,0,11.0,7,0,10019
9991,1,0,4,5,0,6.0,9,0,10016
9992,10,0,9,5,0,14.0,0,0,10020
9993,2,0,9,5,0,7.0,0,0,10016
9994,1,0,7,3,0,12.0,5,0,10022
9995,8,0,1,0,0,3.0,2,1,10011
9996,2,0,8,4,0,12.0,5,0,10027
9997,2,0,8,7,0,6.0,9,0,10029
9998,7,0,3,0,0,3.0,0,1,10013
9999,2,0,4,3,0,5.0,0,0,10013
10000,1,0,4,6,0,12.0,9,0,10032
10001,2,0,6,3,0,15.0,9,0,10036
10002,4,0,8,7,0,13.0,9,0,10043
10003,11,0,1,1,0,7.996737263880939,1,1,10019
10004,6,0,2,0,0,4.0,1,0,10018
10005,3,0,7,5,0,10.0,9,0,10039
10006,2,0,7,4,0,8.0,7,0,10034
10007,1,0,9,0,0,14.0,9,0,10040
10008,10,0,0,1,0,5.0,0,1,10026
10009,2,0,6,6,0,9.0,5,0,10037
10010,3,0,4,5,0,10.0,10,0,10042
10011,3,0,6,7,0,6.0,0,0,10033
10012,11,0,0,0,0,7.996737263880939,0,1,10024
10013,2,0,3,6,0,13.0,5,0,10042
10014,1,0,9,6,0,6.0,4,0,10040
10015,2,0,8,3,0,15.0,4,0,10047
10016,0,0,7,3,0,12.0,3,0,10041
10017,3,0,6,7,0,9.0,7,0,10049
10018,1,0,7,0,0,7.0,9,0,10042
10019,1,0,9,5,0,6.0,4,0,10044
10020,2,0,6,3,0,8.0,6,0,10045
10021,0,0,6,4,0,4.0,0,0,10035
10022,8,0,1,3,0,4.0,0,0,10040
10023,2,0,10,7,0,12.0,9,0,10063
10024,10,0,1,3,0,3.0,2,1,10045
10025,5,0,2,2,0,5.0,2,1,10042
10026,2,0,8,6,0,7.996737263880939,10,0,10052
10027,9,0,1,0,0,3.0,2,0,10044
10028,4,0,2,0,0,5.0,1,1,10042
10029,0,0,7,5,0,7.996737263880939,5,0,10046
10030,10,0,7,7,0,14.0,5,0,10063
10031,6,0,3,3,0,4.0,1,1,10050
10032,6,0,1,0,0,5.0,1,1,10047
10033,0,0,6,3,0,8.0,3,0,10053
10034,4,0,0,0,0,0.0,2,1,10042
10035,1,0,9,3,0,5.0,4,0,10057
10036,9,0,1,1,0,0.0,0,1,10048
10037,3,0,4,5,0,6.0,3,0,10058
10038,0,0,7,4,0,14.0,4,0,10067
10039,0,0,6,5,0,5.0,8,0,10063
10040,9,0,1,2,0,7.996737263880939,1,1,10055
10041,3,0,4,4,0,14.0,5,0,10071
10042,10,0,4,7,0,9.0,4,0,10066
10043,11,0,0,1,0,7.996737263880939,0,1,10057
10044,2,0,7,6,0,13.0,10,0,10082
10045,4,0,3,2,0,7.996737263880939,0,1,10056
10046,11,0,0,0,0,0.0,1,1,10060
10047,6,0,1,0,0,15.0,1,1,10072
10048,1,0,6,4,0,7.0,8,0,10074
10049,10,0,1,1,0,4.0,1,1,10058
10050,6,0,2,3,0,4.0,2,1,10069
10051,1,0,8,7,0,7.0,8,0,10082
10052,2,0,4,5,0,12.0,5,0,10080
10053,1,0,4,6,0,15.0,6,0,10085
10054,10,0,8,6,0,12.0,9,0,10089
10055,1,0,8,6,0,12.0,6,0,10088
10056,2,0,10,4,0,15.0,5,0,10092
10057,1,0,9,6,0,12.0,3,0,10088
10058,10,0,5,5,0,6.0,3,0,10077
10059,2,0,0,6,0,10.0,8,0,10085
10060,1,0,7,3,0,7.0,6,0,10084
10061,0,0,8,4,0,12.0,9,0,10094
10062,2,0,5,7,0,11.0,5,0,10092
10063,3,0,9,5,0,7.996737263880939,7,0,10087
10064,2,0,4,3,0,7.0,3,0,10083
10065,3,0,9,4,0,8.0,4,0,10093
10066,1,0,4,4,0,8.0,3,0,10086
10067,7,0,3,0,0,4.0,0,1,10083
10068,3,0,5,6,0,14.0,8,0,10104
10069,5,0,2,2,0,3.0,3,1,10086
10070,1,0,6,5,0,12.0,6,0,10100
10071,2,0,9,7,0,15.0,4,0,10108
10072,2,0,5,6,0,12.0,0,0,10097
10073,1,0,5,5,0,14.0,5,0,10103
10074,11,0,0,2,0,1.0,0,1,10090
10075,8,0,3,2,0,4.0,3,1,10097
10076,11,0,3,2,0,3.0,2,1,10098
10077,11,0,3,1,0,5.0,2,1,10100
10078,3,0,3,5,0,13.0,4,0,10106
10079,1,0,6,5,0,4.0,8,0,10103
10080,5,0,2,0,0,7.996737263880939,0,0,10089
10081,2,0,7,5,0,6.0,5,0,10106
10082,10,0,1,2,0,1.0,3,1,10101
10083,0,0,4,4,0,7.996737263880939,4,0,10095
10084,3,0,6,6,0,9.0,4,0,10112
10085,6,0,3,0,0,5.0,2,1,10102
10086,1,0,6,3,0,10.0,5,0,10111
10087,7,0,3,3,0,0.0,0,1,10101
10088,2,0,4,7,0,8.0,0,0,10109
10089,3,0,9,5,0,6.0,6,0,10118
10090,5,0,0,2,0,7.996737263880939,2,1,10101
10091,2,0,9,5,0,7.0,9,0,10123
10092,0,0,8,6,0,8.0,8,0,10122
10093,10,0,6,4,0,9.0,10,0,10122
10094,5,0,2,2,0,5.0,1,1,10110
10095,3,0,7,4,0,11.0,5,0,10125
10096,10,0,8,6,0,8.0,0,0,10118
10097,10,0,1,1,0,1.0,3,1,10115
10098,0,0,4,4,0,14.0,5,0,10125
10099,0,0,8,5,0,13.0,5,0,10130
10100,1,0,6,4,0,7.996737263880939,7,0,10118
10101,11,0,1,0,0,1.0,0,1,10115
10102,0,0,8,7,0,14.0,9,0,10140
10103,1,0,5,7,0,12.0,7,0,10135
10104,0,0,7,6,0,6.0,0,0,10123
10105,2,0,3,5,0,13.0,9,0,10137
10106,1,0,8,5,0,4.0,8,0,10132
10107,11,0,3,2,0,5.0,2,1,10131
10108,5,0,0,3,0,0.0,1,1,10119
10109,3,0,4,6,0,7.0,5,0,10134
10110,4,0,0,1,0,3.0,2,1,10121
10111,3,0,10,5,0,13.0,7,0,10149
10112,4,0,4,5,0,4.0,7,0,10136
10113,0,0,6,6,0,15.0,5,0,10145
10114,0,0,0,5,0,7.0,8,0,10134
10115,10,0,1,3,0,2.0,1,1,10134
10116,10,0,7,3,0,10.0,3,0,10139
10117,3,0,4,5,0,4.0,9,0,10142
10118,9,0,3,1,0,1.0,0,1,10133
10119,2,0,5,4,0,11.0,4,0,10145
10120,0,0,3,7,0,7.0,4,1,10141
10121,2,0,7,3,0,6.0,0,0,10139
10122,0,0,5,6,0,5.0,0,0,10138
10123,10,0,7,6,0,9.0,4,0,10149
10124,4,0,7,3,0,12.0,7,0,10157
10125,4,0,5,6,0,8.0,3,0,10151
10126,10,0,8,5,0,11.0,8,0,10158
10127,3,0,10,5,0,11.0,3,0,10159
10128,0,0,7,4,0,4.0,7,0,10150
10129,1,0,6,6,0,7.0,10,0,10159
10130,3,0,6,3,0,13.0,6,0,10161
10131,0,0,6,7,0,11.0,6,0,10161
10132,0,0,5,0,0,11.0,5,0,10153
10133,11,0,0,1,0,7.996737263880939,1,1,10148
10134,4,0,3,2,0,2.0,2,1,10149
10135,10,0,1,1,0,4.0,0,1,10152
10136,3,0,9,5,0,15.0,8,0,10176
10137,1,0,6,5,0,5.0,6,0,10160
10138,1,0,7,0,0,6.0,9,0,10161
10139,2,0,6,3,0,12.0,10,0,10172
10140,2,0,0,6,0,7.0,6,0,10161
10141,2,0,4,7,0,5.0,3,0,10162
10142,1,0,4,6,0,10.0,9,0,10172
10143,0,0,5,6,0,8.0,3,0,10165
10144,1,0,6,6,0,15.0,4,0,10176
10145,3,0,6,6,0,3.0,4,0,10167
10146,5,0,0,3,0,1.0,2,1,10159
10147,0,0,4,6,0,8.0,5,0,10170
10148,1,0,10,6,0,13.0,8,0,10186
10149,8,0,1,2,0,1.0,2,0,10164
10150,2,0,6,3,0,15.0,3,0,10179
10151,3,0,8,3,0,6.0,8,0,10179
10152,10,0,1,2,0,3.0,2,1,10161
10153,3,0,5,6,0,13.0,8,0,10188
10154,3,0,8,6,0,7.996737263880939,3,0,10174
10155,0,0,4,6,0,15.0,6,0,10186
10156,1,0,4,3,0,11.0,5,0,10180
10157,0,0,6,5,0,13.0,9,0,10190
10158,5,0,1,0,0,4.0,1,1,10170
10159,2,0,9,6,0,4.0,9,0,10189
10160,1,0,9,5,0,13.0,9,0,10197
10161,3,0,8,7,0,11.0,6,0,10196
10162,1,0,5,4,0,4.0,5,0,10181
10163,3,0,7,4,0,13.0,5,0,10195
10164,2,0,10,5,0,9.0,5,1,10195
10165,1,0,8,7,0,4.0,7,0,10192
10166,3,0,5,7,0,8.0,5,0,10194
10167,0,0,0,7,0,13.0,6,0,10193
10168,1,0,5,5,0,5.0,5,0,10189
10169,0,0,6,5,0,14.0,8,1,10202
10170,3,0,7,3,0,6.0,3,0,10192
10171,7,0,0,1,0,3.0,1,1,10185
10172,3,0,6,4,0,15.0,3,0,10203
10173,3,0,7,4,0,15.0,9,0,10211
10174,2,0,8,6,0,8.0,4,0,10202
10175,2,0,6,4,0,8.0,10,0,10205
10176,1,0,9,4,0,12.0,10,0,10212
10177,7,0,3,0,0,2.0,2,1,10193
10178,2,0,6,3,0,6.0,8,0,10203
10179,10,0,2,1,0,5.0,1,1,10200
10180,1,0,7,4,0,5.0,5,0,10202
10181,1,0,8,6,0,7.0,3,0,10206
10182,0,0,7,6,0,13.0,3,0,10211
10183,0,0,6,5,0,6.0,6,0,10206
10184,9,0,1,1,0,0.0,1,1,10197
10185,10,0,4,0,0,1.0,2,1,10204
10186,2,0,4,5,0,10.0,3,0,10210
10187,0,0,4,7,0,9.0,9,0,10216
10188,1,0,7,5,0,4.0,8,0,10213
10189,0,0,8,4,0,9.0,9,0,10219
10190,2,0,9,4,0,5.0,5,0,10215
10191,2,0,5,3,0,6.0,4,0,10211
10192,3,0,5,4,0,6.0,9,0,10219
10193,11,0,0,3,0,2.0,1,1,10212
10194,10,0,4,4,0,8.0,4,0,10214
10195,0,0,4,7,0,7.0,8,0,10221
10196,1,0,8,7,0,5.0,8,0,10225
10197,4,0,1,2,0,3.0,0,1,10208
10198,2,0,7,7,0,9.0,3,0,10226
10199,0,0,4,3,0,15.0,9,0,10230
10200,0,0,4,7,0,10.0,9,0,10230
10201,2,0,5,5,0,6.0,7,0,10226
10202,0,0,9,6,0,12.0,7,0,10236
10203,0,0,0,4,0,8.0,9,0,10224
10204,8,0,2,1,0,4.0,2,1,10222
10205,2,0,8,3,0,10.0,7,0,10235
10206,3,0,5,5,0,11.0,6,0,10236
10207,2,0,7,3,0,5.0,4,0,10228
10208,10,0,3,0,0,4.0,0,1,10227
10209,10,0,9,5,0,15.0,5,0,10243
10210,2,0,9,7,0,9.0,8,0,10245
10211,3,0,6,4,0,13.0,7,0,10244
10212,0,0,7,5,0,12.0,6,0,10242
10213,4,0,6,6,0,14.0,5,0,10248
10214,3,0,6,5,0,14.0,0,0,10242
